"Code","Country","State","Zip/Post Code","Rate","Zip/Post is Range","Range From","Range To","default"
"US-CA-91765","US","CA","91765","10.2500","","","",""
"US-CA-91766","US","CA","91766","10.2500","","","",""
"US-CA-91767","US","CA","91767","10.2500","","","",""
"US-CA-91768","US","CA","91768","10.2500","","","",""
"US-CA-91769","US","CA","91769","10.2500","","","",""
"US-CA-91770","US","CA","91770","10.2500","","","",""
"US-CA-91771","US","CA","91771","9.5000","","","",""
"US-CA-91772","US","CA","91772","9.5000","","","",""
"US-CA-91773","US","CA","91773","10.2500","","","",""
"US-CA-91775","US","CA","91775","10.2500","","","",""
"US-CA-91776","US","CA","91776","10.2500","","","",""
"US-CA-91778","US","CA","91778","10.2500","","","",""
"US-CA-91780","US","CA","91780","10.2500","","","",""
"US-CA-91784","US","CA","91784","7.7500","","","",""
"US-CA-91785","US","CA","91785","7.7500","","","",""
"US-CA-91786","US","CA","91786","7.7500","","","",""
"US-CA-91788","US","CA","91788","9.5000","","","",""
"US-CA-91789","US","CA","91789","10.2500","","","",""
"US-CA-91790","US","CA","91790","10.2500","","","",""
"US-CA-91791","US","CA","91791","10.2500","","","",""
"US-CA-91792","US","CA","91792","9.5000","","","",""
"US-CA-91793","US","CA","91793","9.5000","","","",""
"US-CA-91801","US","CA","91801","10.2500","","","",""
"US-CA-91802","US","CA","91802","10.2500","","","",""
"US-CA-91803","US","CA","91803","10.2500","","","",""
"US-CA-91804","US","CA","91804","10.2500","","","",""
"US-CA-91896","US","CA","91896","10.2500","","","",""
"US-CA-91899","US","CA","91899","10.2500","","","",""
"US-CA-91901","US","CA","91901","7.7500","","","",""
"US-CA-91902","US","CA","91902","8.7500","","","",""
"US-CA-91903","US","CA","91903","7.7500","","","",""
"US-CA-91905","US","CA","91905","7.7500","","","",""
"US-CA-91906","US","CA","91906","7.7500","","","",""
"US-CA-91908","US","CA","91908","7.7500","","","",""
"US-CA-91909","US","CA","91909","8.7500","","","",""
"US-CA-91910","US","CA","91910","8.7500","","","",""
"US-CA-91911","US","CA","91911","8.7500","","","",""
"US-CA-91912","US","CA","91912","8.7500","","","",""
"US-CA-91913","US","CA","91913","8.7500","","","",""
"US-CA-91914","US","CA","91914","8.7500","","","",""
"US-CA-91915","US","CA","91915","8.7500","","","",""
"US-CA-91916","US","CA","91916","7.7500","","","",""
"US-CA-91917","US","CA","91917","7.7500","","","",""
"US-CA-91921","US","CA","91921","8.7500","","","",""
"US-CA-91931","US","CA","91931","7.7500","","","",""
"US-CA-91932","US","CA","91932","7.7500","","","",""
"US-CA-91933","US","CA","91933","7.7500","","","",""
"US-CA-91934","US","CA","91934","7.7500","","","",""
"US-CA-91935","US","CA","91935","7.7500","","","",""
"US-CA-91941","US","CA","91941","8.5000","","","",""
"US-CA-91942","US","CA","91942","8.5000","","","",""
"US-CA-91943","US","CA","91943","8.5000","","","",""
"US-CA-91944","US","CA","91944","8.5000","","","",""
"US-CA-91945","US","CA","91945","7.7500","","","",""
"US-CA-91946","US","CA","91946","7.7500","","","",""
"US-CA-91948","US","CA","91948","7.7500","","","",""
"US-CA-91950","US","CA","91950","8.7500","","","",""
"US-CA-91951","US","CA","91951","8.7500","","","",""
"US-CA-91962","US","CA","91962","7.7500","","","",""
"US-CA-91963","US","CA","91963","7.7500","","","",""
"US-CA-91976","US","CA","91976","7.7500","","","",""
"US-CA-91977","US","CA","91977","7.7500","","","",""
"US-CA-91978","US","CA","91978","7.7500","","","",""
"US-CA-91979","US","CA","91979","7.7500","","","",""
"US-CA-91980","US","CA","91980","7.7500","","","",""
"US-CA-91987","US","CA","91987","7.7500","","","",""
"US-CA-92003","US","CA","92003","8.2500","","","",""
"US-CA-92004","US","CA","92004","7.7500","","","",""
"US-CA-92007","US","CA","92007","7.7500","","","",""
"US-CA-92008","US","CA","92008","8.2500","","","",""
"US-CA-92009","US","CA","92009","7.7500","","","",""
"US-CA-92010","US","CA","92010","8.2500","","","",""
"US-CA-92011","US","CA","92011","7.7500","","","",""
"US-CA-92013","US","CA","92013","7.7500","","","",""
"US-CA-92014","US","CA","92014","8.7500","","","",""
"US-CA-92018","US","CA","92018","7.7500","","","",""
"US-CA-92019","US","CA","92019","8.2500","","","",""
"US-CA-92020","US","CA","92020","8.5000","","","",""
"US-CA-92021","US","CA","92021","8.2500","","","",""
"US-CA-92022","US","CA","92022","8.2500","","","",""
"US-CA-92023","US","CA","92023","7.7500","","","",""
"US-CA-92024","US","CA","92024","7.7500","","","",""
"US-CA-92025","US","CA","92025","7.7500","","","",""
"US-CA-92026","US","CA","92026","7.7500","","","",""
"US-CA-92027","US","CA","92027","7.7500","","","",""
"US-CA-92028","US","CA","92028","8.7500","","","",""
"US-CA-92029","US","CA","92029","7.7500","","","",""
"US-CA-92030","US","CA","92030","7.7500","","","",""
"US-CA-92033","US","CA","92033","7.7500","","","",""
"US-CA-92036","US","CA","92036","7.7500","","","",""
"US-CA-92037","US","CA","92037","7.7500","","","",""
"US-CA-92038","US","CA","92038","7.7500","","","",""
"US-CA-92039","US","CA","92039","7.7500","","","",""
"US-CA-92040","US","CA","92040","7.7500","","","",""
"US-CA-92046","US","CA","92046","7.7500","","","",""
"US-CA-92049","US","CA","92049","8.2500","","","",""
"US-CA-92051","US","CA","92051","8.2500","","","",""
"US-CA-92052","US","CA","92052","8.2500","","","",""
"US-CA-92054","US","CA","92054","8.2500","","","",""
"US-CA-92055","US","CA","92055","7.7500","","","",""
"US-CA-92056","US","CA","92056","8.2500","","","",""
"US-CA-92057","US","CA","92057","8.2500","","","",""
"US-CA-92058","US","CA","92058","8.2500","","","",""
"US-CA-92059","US","CA","92059","7.7500","","","",""
"US-CA-92060","US","CA","92060","7.7500","","","",""
"US-CA-92061","US","CA","92061","7.7500","","","",""
"US-CA-92064","US","CA","92064","7.7500","","","",""
"US-CA-92065","US","CA","92065","7.7500","","","",""
"US-CA-92066","US","CA","92066","7.7500","","","",""
"US-CA-92067","US","CA","92067","7.7500","","","",""
"US-CA-92068","US","CA","92068","8.2500","","","",""
"US-CA-92069","US","CA","92069","7.7500","","","",""
"US-CA-92070","US","CA","92070","7.7500","","","",""
"US-CA-92071","US","CA","92071","8.2500","","","",""
"US-CA-92072","US","CA","92072","7.7500","","","",""
"US-CA-92074","US","CA","92074","7.7500","","","",""
"US-CA-92075","US","CA","92075","7.7500","","","",""
"US-CA-92078","US","CA","92078","8.2500","","","",""
"US-CA-92079","US","CA","92079","7.7500","","","",""
"US-CA-92081","US","CA","92081","8.2500","","","",""
"US-CA-92082","US","CA","92082","7.7500","","","",""
"US-CA-92083","US","CA","92083","8.2500","","","",""
"US-CA-92084","US","CA","92084","8.2500","","","",""
"US-CA-92085","US","CA","92085","8.2500","","","",""
"US-CA-92086","US","CA","92086","7.7500","","","",""
"US-CA-92088","US","CA","92088","7.7500","","","",""
"US-CA-92091","US","CA","92091","7.7500","","","",""
"US-CA-92092","US","CA","92092","7.7500","","","",""
"US-CA-92093","US","CA","92093","7.7500","","","",""
"US-CA-92096","US","CA","92096","7.7500","","","",""
"US-CA-92101","US","CA","92101","7.7500","","","",""
"US-CA-92102","US","CA","92102","7.7500","","","",""
"US-CA-92103","US","CA","92103","7.7500","","","",""
"US-CA-92104","US","CA","92104","7.7500","","","",""
"US-CA-92105","US","CA","92105","7.7500","","","",""
"US-CA-92106","US","CA","92106","7.7500","","","",""
"US-CA-92107","US","CA","92107","7.7500","","","",""
"US-CA-92108","US","CA","92108","7.7500","","","",""
"US-CA-92109","US","CA","92109","7.7500","","","",""
"US-CA-92110","US","CA","92110","7.7500","","","",""
"US-CA-92111","US","CA","92111","7.7500","","","",""
"US-CA-92112","US","CA","92112","7.7500","","","",""
"US-CA-92113","US","CA","92113","8.7500","","","",""
"US-CA-92114","US","CA","92114","7.7500","","","",""
"US-CA-92115","US","CA","92115","7.7500","","","",""
"US-CA-92116","US","CA","92116","7.7500","","","",""
"US-CA-92117","US","CA","92117","7.7500","","","",""
"US-CA-92118","US","CA","92118","7.7500","","","",""
"US-CA-92119","US","CA","92119","7.7500","","","",""
"US-CA-92120","US","CA","92120","8.5000","","","",""
"US-CA-92121","US","CA","92121","8.7500","","","",""
"US-CA-92122","US","CA","92122","7.7500","","","",""
"US-CA-92123","US","CA","92123","7.7500","","","",""
"US-CA-92124","US","CA","92124","7.7500","","","",""
"US-CA-92126","US","CA","92126","7.7500","","","",""
"US-CA-92127","US","CA","92127","7.7500","","","",""
"US-CA-92128","US","CA","92128","7.7500","","","",""
"US-CA-92129","US","CA","92129","7.7500","","","",""
"US-CA-92130","US","CA","92130","7.7500","","","",""
"US-CA-92131","US","CA","92131","7.7500","","","",""
"US-CA-92132","US","CA","92132","7.7500","","","",""
"US-CA-92134","US","CA","92134","7.7500","","","",""
"US-CA-92135","US","CA","92135","7.7500","","","",""
"US-CA-92136","US","CA","92136","7.7500","","","",""
"US-CA-92137","US","CA","92137","7.7500","","","",""
"US-CA-92138","US","CA","92138","7.7500","","","",""
"US-CA-92139","US","CA","92139","8.7500","","","",""
"US-CA-92140","US","CA","92140","7.7500","","","",""
"US-CA-92142","US","CA","92142","7.7500","","","",""
"US-CA-92143","US","CA","92143","7.7500","","","",""
"US-CA-92145","US","CA","92145","7.7500","","","",""
"US-CA-92147","US","CA","92147","7.7500","","","",""
"US-CA-92149","US","CA","92149","7.7500","","","",""
"US-CA-92150","US","CA","92150","7.7500","","","",""
"US-CA-92152","US","CA","92152","7.7500","","","",""
"US-CA-92153","US","CA","92153","7.7500","","","",""
"US-CA-92154","US","CA","92154","8.7500","","","",""
"US-CA-92155","US","CA","92155","7.7500","","","",""
"US-CA-92158","US","CA","92158","7.7500","","","",""
"US-CA-92159","US","CA","92159","7.7500","","","",""
"US-CA-92160","US","CA","92160","7.7500","","","",""
"US-CA-92161","US","CA","92161","7.7500","","","",""
"US-CA-92163","US","CA","92163","7.7500","","","",""
"US-CA-92165","US","CA","92165","7.7500","","","",""
"US-CA-92166","US","CA","92166","7.7500","","","",""
"US-CA-92167","US","CA","92167","7.7500","","","",""
"US-CA-92168","US","CA","92168","7.7500","","","",""
"US-CA-92169","US","CA","92169","7.7500","","","",""
"US-CA-92170","US","CA","92170","7.7500","","","",""
"US-CA-92171","US","CA","92171","7.7500","","","",""
"US-CA-92172","US","CA","92172","7.7500","","","",""
"US-CA-92173","US","CA","92173","7.7500","","","",""
"US-CA-92174","US","CA","92174","7.7500","","","",""
"US-CA-92175","US","CA","92175","7.7500","","","",""
"US-CA-92176","US","CA","92176","7.7500","","","",""
"US-CA-92177","US","CA","92177","7.7500","","","",""
"US-CA-92178","US","CA","92178","7.7500","","","",""
"US-CA-92179","US","CA","92179","7.7500","","","",""
"US-CA-92182","US","CA","92182","7.7500","","","",""
"US-CA-92186","US","CA","92186","7.7500","","","",""
"US-CA-92187","US","CA","92187","7.7500","","","",""
"US-CA-92191","US","CA","92191","7.7500","","","",""
"US-CA-92192","US","CA","92192","7.7500","","","",""
"US-CA-92193","US","CA","92193","7.7500","","","",""
"US-CA-92195","US","CA","92195","7.7500","","","",""
"US-CA-92196","US","CA","92196","7.7500","","","",""
"US-CA-92197","US","CA","92197","7.7500","","","",""
"US-CA-92198","US","CA","92198","7.7500","","","",""
"US-CA-92199","US","CA","92199","7.7500","","","",""
"US-CA-92201","US","CA","92201","8.7500","","","",""
"US-CA-92202","US","CA","92202","8.7500","","","",""
"US-CA-92203","US","CA","92203","8.7500","","","",""
"US-CA-92210","US","CA","92210","8.7500","","","",""
"US-CA-92211","US","CA","92211","8.7500","","","",""
"US-CA-92220","US","CA","92220","7.7500","","","",""
"US-CA-92222","US","CA","92222","7.7500","","","",""
"US-CA-92223","US","CA","92223","7.7500","","","",""
"US-CA-92225","US","CA","92225","8.7500","","","",""
"US-CA-92226","US","CA","92226","8.7500","","","",""
"US-CA-92227","US","CA","92227","7.7500","","","",""
"US-CA-92230","US","CA","92230","7.7500","","","",""
"US-CA-92231","US","CA","92231","8.2500","","","",""
"US-CA-92232","US","CA","92232","8.2500","","","",""
"US-CA-92233","US","CA","92233","7.7500","","","",""
"US-CA-92234","US","CA","92234","9.2500","","","",""
"US-CA-92235","US","CA","92235","8.7500","","","",""
"US-CA-92236","US","CA","92236","8.7500","","","",""
"US-CA-92239","US","CA","92239","7.7500","","","",""
"US-CA-92240","US","CA","92240","9.2500","","","",""
"US-CA-92241","US","CA","92241","9.2500","","","",""
"US-CA-92242","US","CA","92242","7.7500","","","",""
"US-CA-92243","US","CA","92243","8.2500","","","",""
"US-CA-92244","US","CA","92244","8.2500","","","",""
"US-CA-92247","US","CA","92247","8.7500","","","",""
"US-CA-92248","US","CA","92248","8.7500","","","",""
"US-CA-92249","US","CA","92249","8.2500","","","",""
"US-CA-92250","US","CA","92250","7.7500","","","",""
"US-CA-92251","US","CA","92251","8.2500","","","",""
"US-CA-92252","US","CA","92252","8.7500","","","",""
"US-CA-92253","US","CA","92253","8.7500","","","",""
"US-CA-92254","US","CA","92254","7.7500","","","",""
"US-CA-92255","US","CA","92255","7.7500","","","",""
"US-CA-92256","US","CA","92256","7.7500","","","",""
"US-CA-92257","US","CA","92257","7.7500","","","",""
"US-CA-92258","US","CA","92258","9.2500","","","",""
"US-CA-92259","US","CA","92259","7.7500","","","",""
"US-CA-92260","US","CA","92260","7.7500","","","",""
"US-CA-92261","US","CA","92261","7.7500","","","",""
"US-CA-92262","US","CA","92262","9.2500","","","",""
"US-CA-92263","US","CA","92263","9.2500","","","",""
"US-CA-92264","US","CA","92264","9.2500","","","",""
"US-CA-92266","US","CA","92266","7.7500","","","",""
"US-CA-92267","US","CA","92267","7.7500","","","",""
"US-CA-92268","US","CA","92268","8.7500","","","",""
"US-CA-92270","US","CA","92270","8.7500","","","",""
"US-CA-92273","US","CA","92273","7.7500","","","",""
"US-CA-92274","US","CA","92274","8.7500","","","",""
"US-CA-92275","US","CA","92275","7.7500","","","",""
"US-CA-92276","US","CA","92276","8.7500","","","",""
"US-CA-92277","US","CA","92277","7.7500","","","",""
"US-CA-92278","US","CA","92278","7.7500","","","",""
"US-CA-92280","US","CA","92280","7.7500","","","",""
"US-CA-92281","US","CA","92281","7.7500","","","",""
"US-CA-92282","US","CA","92282","9.2500","","","",""
"US-CA-92283","US","CA","92283","7.7500","","","",""
"US-CA-92284","US","CA","92284","8.7500","","","",""
"US-CA-92285","US","CA","92285","7.7500","","","",""
"US-CA-92286","US","CA","92286","8.7500","","","",""
"US-CA-92301","US","CA","92301","7.7500","","","",""
"US-CA-92304","US","CA","92304","7.7500","","","",""
"US-CA-92305","US","CA","92305","7.7500","","","",""
"US-CA-92307","US","CA","92307","7.7500","","","",""
"US-CA-92308","US","CA","92308","7.7500","","","",""
"US-CA-92309","US","CA","92309","7.7500","","","",""
"US-CA-92310","US","CA","92310","7.7500","","","",""
"US-CA-92311","US","CA","92311","8.7500","","","",""
"US-CA-92312","US","CA","92312","8.7500","","","",""
"US-CA-92313","US","CA","92313","7.7500","","","",""
"US-CA-92314","US","CA","92314","7.7500","","","",""
"US-CA-92315","US","CA","92315","7.7500","","","",""
"US-CA-92316","US","CA","92316","7.7500","","","",""
"US-CA-92317","US","CA","92317","7.7500","","","",""
"US-CA-92318","US","CA","92318","7.7500","","","",""
"US-CA-92320","US","CA","92320","7.7500","","","",""
"US-CA-92321","US","CA","92321","7.7500","","","",""
"US-CA-92322","US","CA","92322","7.7500","","","",""
"US-CA-92323","US","CA","92323","7.7500","","","",""
"US-CA-92324","US","CA","92324","8.0000","","","",""
"US-CA-92325","US","CA","92325","7.7500","","","",""
"US-CA-92327","US","CA","92327","8.7500","","","",""
"US-CA-92328","US","CA","92328","7.7500","","","",""
"US-CA-92329","US","CA","92329","7.7500","","","",""
"US-CA-92331","US","CA","92331","7.7500","","","",""
"US-CA-92332","US","CA","92332","7.7500","","","",""
"US-CA-92333","US","CA","92333","7.7500","","","",""
"US-CA-92334","US","CA","92334","7.7500","","","",""
"US-CA-92335","US","CA","92335","7.7500","","","",""
"US-CA-92336","US","CA","92336","7.7500","","","",""
"US-CA-92337","US","CA","92337","7.7500","","","",""
"US-CA-92338","US","CA","92338","7.7500","","","",""
"US-CA-92339","US","CA","92339","7.7500","","","",""
"US-CA-92340","US","CA","92340","7.7500","","","",""
"US-CA-92341","US","CA","92341","7.7500","","","",""
"US-CA-92342","US","CA","92342","7.7500","","","",""
"US-CA-92344","US","CA","92344","7.7500","","","",""
"US-CA-92345","US","CA","92345","7.7500","","","",""
"US-CA-92346","US","CA","92346","8.0000","","","",""
"US-CA-92347","US","CA","92347","8.7500","","","",""
"US-CA-92350","US","CA","92350","7.7500","","","",""
"US-CA-92352","US","CA","92352","7.7500","","","",""
"US-CA-92354","US","CA","92354","8.0000","","","",""
"US-CA-92356","US","CA","92356","7.7500","","","",""
"US-CA-92357","US","CA","92357","7.7500","","","",""
"US-CA-92358","US","CA","92358","7.7500","","","",""
"US-CA-92359","US","CA","92359","7.7500","","","",""
"US-CA-92363","US","CA","92363","7.7500","","","",""
"US-CA-92364","US","CA","92364","7.7500","","","",""
"US-CA-92365","US","CA","92365","7.7500","","","",""
"US-CA-92366","US","CA","92366","7.7500","","","",""
"US-CA-92368","US","CA","92368","7.7500","","","",""
"US-CA-92369","US","CA","92369","7.7500","","","",""
"US-CA-92371","US","CA","92371","7.7500","","","",""
"US-CA-92372","US","CA","92372","7.7500","","","",""
"US-CA-92373","US","CA","92373","7.7500","","","",""
"US-CA-92374","US","CA","92374","7.7500","","","",""
"US-CA-92375","US","CA","92375","7.7500","","","",""
"US-CA-92376","US","CA","92376","8.0000","","","",""
"US-CA-92377","US","CA","92377","7.7500","","","",""
"US-CA-92378","US","CA","92378","7.7500","","","",""
"US-CA-92382","US","CA","92382","7.7500","","","",""
"US-CA-92384","US","CA","92384","7.7500","","","",""
"US-CA-92385","US","CA","92385","7.7500","","","",""
"US-CA-92386","US","CA","92386","7.7500","","","",""
"US-CA-92389","US","CA","92389","7.7500","","","",""
"US-CA-92391","US","CA","92391","7.7500","","","",""
"US-CA-92392","US","CA","92392","7.7500","","","",""
"US-CA-92393","US","CA","92393","7.7500","","","",""
"US-CA-92394","US","CA","92394","7.7500","","","",""
"US-CA-92395","US","CA","92395","7.7500","","","",""
"US-CA-92397","US","CA","92397","7.7500","","","",""
"US-CA-92398","US","CA","92398","7.7500","","","",""
"US-CA-92399","US","CA","92399","7.7500","","","",""
"US-CA-92401","US","CA","92401","8.0000","","","",""
"US-CA-92402","US","CA","92402","8.0000","","","",""
"US-CA-92403","US","CA","92403","8.0000","","","",""
"US-CA-92404","US","CA","92404","8.0000","","","",""
"US-CA-92405","US","CA","92405","8.0000","","","",""
"US-CA-92406","US","CA","92406","8.0000","","","",""
"US-CA-92407","US","CA","92407","8.0000","","","",""
"US-CA-92408","US","CA","92408","8.0000","","","",""
"US-CA-92410","US","CA","92410","8.0000","","","",""
"US-CA-92411","US","CA","92411","8.0000","","","",""
"US-CA-92413","US","CA","92413","8.0000","","","",""
"US-CA-92415","US","CA","92415","8.0000","","","",""
"US-CA-92418","US","CA","92418","8.0000","","","",""
"US-CA-92423","US","CA","92423","8.0000","","","",""
"US-CA-92427","US","CA","92427","8.0000","","","",""
"US-CA-92501","US","CA","92501","8.7500","","","",""
"US-CA-92502","US","CA","92502","8.7500","","","",""
"US-CA-92503","US","CA","92503","8.7500","","","",""
"US-CA-92504","US","CA","92504","8.7500","","","",""
"US-CA-92505","US","CA","92505","8.7500","","","",""
"US-CA-92506","US","CA","92506","8.7500","","","",""
"US-CA-92507","US","CA","92507","8.7500","","","",""
"US-CA-92508","US","CA","92508","8.7500","","","",""
"US-CA-92509","US","CA","92509","8.7500","","","",""
"US-CA-92513","US","CA","92513","8.7500","","","",""
"US-CA-92514","US","CA","92514","8.7500","","","",""
"US-CA-92516","US","CA","92516","8.7500","","","",""
"US-CA-92517","US","CA","92517","8.7500","","","",""
"US-CA-92518","US","CA","92518","8.7500","","","",""
"US-CA-92519","US","CA","92519","7.7500","","","",""
"US-CA-92521","US","CA","92521","8.7500","","","",""
"US-CA-92522","US","CA","92522","8.7500","","","",""
"US-CA-92530","US","CA","92530","8.7500","","","",""
"US-CA-92531","US","CA","92531","7.7500","","","",""
"US-CA-92532","US","CA","92532","8.7500","","","",""
"US-CA-92536","US","CA","92536","7.7500","","","",""
"US-CA-92539","US","CA","92539","7.7500","","","",""
"US-CA-92543","US","CA","92543","8.7500","","","",""
"US-CA-92544","US","CA","92544","8.7500","","","",""
"US-CA-92545","US","CA","92545","8.7500","","","",""
"US-CA-92546","US","CA","92546","8.7500","","","",""
"US-CA-92548","US","CA","92548","7.7500","","","",""
"US-CA-92549","US","CA","92549","7.7500","","","",""
"US-CA-92551","US","CA","92551","7.7500","","","",""
"US-CA-92552","US","CA","92552","7.7500","","","",""
"US-CA-92553","US","CA","92553","8.7500","","","",""
"US-CA-92554","US","CA","92554","7.7500","","","",""
"US-CA-92555","US","CA","92555","7.7500","","","",""
"US-CA-92556","US","CA","92556","7.7500","","","",""
"US-CA-92557","US","CA","92557","8.7500","","","",""
"US-CA-92561","US","CA","92561","7.7500","","","",""
"US-CA-92562","US","CA","92562","8.7500","","","",""
"US-CA-92563","US","CA","92563","8.7500","","","",""
"US-CA-92564","US","CA","92564","8.7500","","","",""
"US-CA-92567","US","CA","92567","7.7500","","","",""
"US-CA-92570","US","CA","92570","8.7500","","","",""
"US-CA-92571","US","CA","92571","7.7500","","","",""
"US-CA-92572","US","CA","92572","7.7500","","","",""
"US-CA-92581","US","CA","92581","7.7500","","","",""
"US-CA-92582","US","CA","92582","8.7500","","","",""
"US-CA-92583","US","CA","92583","8.7500","","","",""
"US-CA-92584","US","CA","92584","8.7500","","","",""
"US-CA-92585","US","CA","92585","8.7500","","","",""
"US-CA-92586","US","CA","92586","8.7500","","","",""
"US-CA-92587","US","CA","92587","8.7500","","","",""
"US-CA-92589","US","CA","92589","8.7500","","","",""
"US-CA-92590","US","CA","92590","8.7500","","","",""
"US-CA-92591","US","CA","92591","8.7500","","","",""
"US-CA-92592","US","CA","92592","8.7500","","","",""
"US-CA-92593","US","CA","92593","8.7500","","","",""
"US-CA-92595","US","CA","92595","8.7500","","","",""
"US-CA-92596","US","CA","92596","8.7500","","","",""
"US-CA-92599","US","CA","92599","7.7500","","","",""
"US-CA-92602","US","CA","92602","7.7500","","","",""
"US-CA-92603","US","CA","92603","7.7500","","","",""
"US-CA-92604","US","CA","92604","7.7500","","","",""
"US-CA-92605","US","CA","92605","7.7500","","","",""
"US-CA-92606","US","CA","92606","9.2500","","","",""
"US-CA-92607","US","CA","92607","7.7500","","","",""
"US-CA-92609","US","CA","92609","7.7500","","","",""
"US-CA-92610","US","CA","92610","7.7500","","","",""
"US-CA-92612","US","CA","92612","7.7500","","","",""
"US-CA-92614","US","CA","92614","9.2500","","","",""
"US-CA-92615","US","CA","92615","7.7500","","","",""
"US-CA-92616","US","CA","92616","7.7500","","","",""
"US-CA-92617","US","CA","92617","7.7500","","","",""
"US-CA-92618","US","CA","92618","7.7500","","","",""
"US-CA-92619","US","CA","92619","7.7500","","","",""
"US-CA-92620","US","CA","92620","7.7500","","","",""
"US-CA-92623","US","CA","92623","7.7500","","","",""
"US-CA-92624","US","CA","92624","7.7500","","","",""
"US-CA-92625","US","CA","92625","7.7500","","","",""
"US-CA-92626","US","CA","92626","9.2500","","","",""
"US-CA-92627","US","CA","92627","7.7500","","","",""
"US-CA-92628","US","CA","92628","7.7500","","","",""
"US-CA-92629","US","CA","92629","7.7500","","","",""
"US-CA-92630","US","CA","92630","7.7500","","","",""
"US-CA-92637","US","CA","92637","7.7500","","","",""
"US-CA-92646","US","CA","92646","7.7500","","","",""
"US-CA-92647","US","CA","92647","8.7500","","","",""
"US-CA-92648","US","CA","92648","7.7500","","","",""
"US-CA-92649","US","CA","92649","8.7500","","","",""
"US-CA-92650","US","CA","92650","7.7500","","","",""
"US-CA-92651","US","CA","92651","7.7500","","","",""
"US-CA-92652","US","CA","92652","7.7500","","","",""
"US-CA-92653","US","CA","92653","7.7500","","","",""
"US-CA-92654","US","CA","92654","7.7500","","","",""
"US-CA-92655","US","CA","92655","8.7500","","","",""
"US-CA-92656","US","CA","92656","7.7500","","","",""
"US-CA-92657","US","CA","92657","7.7500","","","",""
"US-CA-92658","US","CA","92658","7.7500","","","",""
"US-CA-92659","US","CA","92659","7.7500","","","",""
"US-CA-92660","US","CA","92660","7.7500","","","",""
"US-CA-92661","US","CA","92661","7.7500","","","",""
"US-CA-92662","US","CA","92662","7.7500","","","",""
"US-CA-92663","US","CA","92663","7.7500","","","",""
"US-CA-92672","US","CA","92672","7.7500","","","",""
"US-CA-92673","US","CA","92673","7.7500","","","",""
"US-CA-92674","US","CA","92674","7.7500","","","",""
"US-CA-92675","US","CA","92675","7.7500","","","",""
"US-CA-92676","US","CA","92676","7.7500","","","",""
"US-CA-92677","US","CA","92677","7.7500","","","",""
"US-CA-92678","US","CA","92678","7.7500","","","",""
"US-CA-92679","US","CA","92679","7.7500","","","",""
"US-CA-92683","US","CA","92683","8.7500","","","",""
"US-CA-92684","US","CA","92684","8.7500","","","",""
"US-CA-92685","US","CA","92685","8.7500","","","",""
"US-CA-92688","US","CA","92688","7.7500","","","",""
"US-CA-92690","US","CA","92690","7.7500","","","",""
"US-CA-92691","US","CA","92691","7.7500","","","",""
"US-CA-92692","US","CA","92692","7.7500","","","",""
"US-CA-92693","US","CA","92693","7.7500","","","",""
"US-CA-92694","US","CA","92694","7.7500","","","",""
"US-CA-92697","US","CA","92697","7.7500","","","",""
"US-CA-92698","US","CA","92698","7.7500","","","",""
"US-CA-92701","US","CA","92701","9.2500","","","",""
"US-CA-92702","US","CA","92702","9.2500","","","",""
"US-CA-92703","US","CA","92703","9.2500","","","",""
"US-CA-92704","US","CA","92704","9.2500","","","",""
"US-CA-92705","US","CA","92705","9.2500","","","",""
"US-CA-92706","US","CA","92706","9.2500","","","",""
"US-CA-92707","US","CA","92707","9.2500","","","",""
"US-CA-92708","US","CA","92708","8.7500","","","",""
"US-CA-92711","US","CA","92711","9.2500","","","",""
"US-CA-92712","US","CA","92712","9.2500","","","",""
"US-CA-92728","US","CA","92728","8.7500","","","",""
"US-CA-92735","US","CA","92735","9.2500","","","",""
"US-CA-92780","US","CA","92780","9.2500","","","",""
"US-CA-92781","US","CA","92781","7.7500","","","",""
"US-CA-92782","US","CA","92782","7.7500","","","",""
"US-CA-92799","US","CA","92799","9.2500","","","",""
"US-CA-92801","US","CA","92801","7.7500","","","",""
"US-CA-92802","US","CA","92802","8.7500","","","",""
"US-CA-92803","US","CA","92803","7.7500","","","",""
"US-CA-92804","US","CA","92804","8.7500","","","",""
"US-CA-92805","US","CA","92805","7.7500","","","",""
"US-CA-92806","US","CA","92806","8.7500","","","",""
"US-CA-92807","US","CA","92807","8.7500","","","",""
"US-CA-92808","US","CA","92808","7.7500","","","",""
"US-CA-92809","US","CA","92809","7.7500","","","",""
"US-CA-92811","US","CA","92811","8.7500","","","",""
"US-CA-92812","US","CA","92812","7.7500","","","",""
"US-CA-92814","US","CA","92814","7.7500","","","",""
"US-CA-92815","US","CA","92815","7.7500","","","",""
"US-CA-92816","US","CA","92816","7.7500","","","",""
"US-CA-92817","US","CA","92817","7.7500","","","",""
"US-CA-92821","US","CA","92821","8.2500","","","",""
"US-CA-92822","US","CA","92822","7.7500","","","",""
"US-CA-92823","US","CA","92823","8.7500","","","",""
"US-CA-92825","US","CA","92825","7.7500","","","",""
"US-CA-92831","US","CA","92831","8.7500","","","",""
"US-CA-92832","US","CA","92832","7.7500","","","",""
"US-CA-92833","US","CA","92833","8.2500","","","",""
"US-CA-92834","US","CA","92834","7.7500","","","",""
