entity_id,name,store_view,store_name,image,url_path,available_sort_by,breadcrumbs_priority,category_seo_name,category_sort_no,custom_apply_to_products,custom_design,custom_design_from,custom_design_to,custom_layout_update,custom_layout_update_file,custom_use_parent_settings,default_sort_by,description,display_mode,filter_price_range,include_in_menu,in_html_sitemap,in_xml_sitemap,is_active,is_anchor,is_popular,landing_page,meta_description,meta_keywords,meta_robots,meta_title,page_layout,path,path_in_store,position,redirect_priority,thumbnail,url_key,use_in_crosslinking
118,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Meters/Checkers",admin,,,products/control-automation/flame-safeguard-fsg-controls/flame-meters-checkers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/118,,4,0,,flame-meters-checkers,Yes
119,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Protectorelays",default,,,products/control-automation/flame-safeguard-fsg-controls/protectorelays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/119,,5,0,,protectorelays,Yes
119,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Protectorelays",admin,,,products/control-automation/flame-safeguard-fsg-controls/protectorelays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/119,,5,0,,protectorelays,Yes
120,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Relays",default,,,products/control-automation/flame-safeguard-fsg-controls/flame-relays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/120,,6,0,,flame-relays,Yes
120,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Relays",admin,,,products/control-automation/flame-safeguard-fsg-controls/flame-relays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/120,,6,0,,flame-relays,Yes
121,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Detectors",default,,,products/control-automation/flame-safeguard-fsg-controls/flame-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/121,,7,0,,flame-detectors,Yes
121,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Detectors",admin,,,products/control-automation/flame-safeguard-fsg-controls/flame-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/121,,7,0,,flame-detectors,Yes
122,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Ignition Transformers",default,,,products/control-automation/flame-safeguard-fsg-controls/ignition-transformers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/122,,8,0,,ignition-transformers,Yes
122,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Ignition Transformers",admin,,,products/control-automation/flame-safeguard-fsg-controls/ignition-transformers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/122,,8,0,,ignition-transformers,Yes
123,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Solid-State Spark Generators",default,,,products/control-automation/flame-safeguard-fsg-controls/solid-state-spark-generators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/123,,9,0,,solid-state-spark-generators,Yes
123,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Solid-State Spark Generators",admin,,,products/control-automation/flame-safeguard-fsg-controls/solid-state-spark-generators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/123,,9,0,,solid-state-spark-generators,Yes
124,"Default Category/Products/Electrical/Electrical Actuators",default,,,products/electrical/electrical-actuators,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/124,,10,0,,electrical-actuators,Yes
124,"Default Category/Products/Electrical/Electrical Actuators",admin,,,products/electrical/electrical-actuators,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/124,,10,0,,electrical-actuators,Yes
125,"Default Category/Products/Electrical/Electrical Actuators/Power Gate Units",default,,,products/electrical/electrical-actuators/power-gate-units,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/125,,1,0,,power-gate-units,Yes
125,"Default Category/Products/Electrical/Electrical Actuators/Power Gate Units",admin,,,products/electrical/electrical-actuators/power-gate-units,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/125,,1,0,,power-gate-units,Yes
126,"Default Category/Products/Electrical/Electrical Actuators/Control Motors & Valves",default,,,products/electrical/electrical-actuators/control-motors-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/126,,2,0,,control-motors-valves,Yes
126,"Default Category/Products/Electrical/Electrical Actuators/Control Motors & Valves",admin,,,products/electrical/electrical-actuators/control-motors-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/126,,2,0,,control-motors-valves,Yes
127,"Default Category/Products/Electrical/Electrical Actuators/Motor Drivers",default,,,products/electrical/electrical-actuators/motor-drivers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/127,,3,0,,motor-drivers,Yes
127,"Default Category/Products/Electrical/Electrical Actuators/Motor Drivers",admin,,,products/electrical/electrical-actuators/motor-drivers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/127,,3,0,,motor-drivers,Yes
128,"Default Category/Products/Electrical/Electrical Actuators/High-Torque Modutrol Motors",default,,,products/electrical/electrical-actuators/high-torque-modutrol-motors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/128,,4,0,,high-torque-modutrol-motors,Yes
128,"Default Category/Products/Electrical/Electrical Actuators/High-Torque Modutrol Motors",admin,,,products/electrical/electrical-actuators/high-torque-modutrol-motors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/128,,4,0,,high-torque-modutrol-motors,Yes
129,"Default Category/Products/Electrical/Electrical Actuators/Gas Solenoid Valves",default,,,products/electrical/electrical-actuators/gas-solenoid-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/129,,5,0,,gas-solenoid-valves,Yes
129,"Default Category/Products/Electrical/Electrical Actuators/Gas Solenoid Valves",admin,,,products/electrical/electrical-actuators/gas-solenoid-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/129,,5,0,,gas-solenoid-valves,Yes
130,"Default Category/Products/Electrical/Electrical Actuators/Motorized Valves",default,,,products/electrical/electrical-actuators/motorized-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/130,,6,0,,motorized-valves,Yes
130,"Default Category/Products/Electrical/Electrical Actuators/Motorized Valves",admin,,,products/electrical/electrical-actuators/motorized-valves,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/124/130,,6,0,,motorized-valves,Yes
131,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control",default,,,products/control-automation/gas-flow-measurement-control,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/131,,10,0,,gas-flow-measurement-control,Yes
131,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control",admin,,,products/control-automation/gas-flow-measurement-control,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/131,,10,0,,gas-flow-measurement-control,Yes
132,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Air Flowmeters",default,,,products/control-automation/gas-flow-measurement-control/air-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/132,,1,0,,air-flowmeters,Yes
132,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Air Flowmeters",admin,,,products/control-automation/gas-flow-measurement-control/air-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/132,,1,0,,air-flowmeters,Yes
133,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Gas Mass Flowmeters",default,,,products/control-automation/gas-flow-measurement-control/gas-mass-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/133,,2,0,,gas-mass-flowmeters,Yes
133,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Gas Mass Flowmeters",admin,,,products/control-automation/gas-flow-measurement-control/gas-mass-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/133,,2,0,,gas-mass-flowmeters,Yes
134,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mass Flow Controllers",default,,,products/control-automation/gas-flow-measurement-control/mass-flow-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/134,,3,0,,mass-flow-controllers,Yes
134,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mass Flow Controllers",admin,,,products/control-automation/gas-flow-measurement-control/mass-flow-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/134,,3,0,,mass-flow-controllers,Yes
135,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Gas Flow Monitors",default,,,products/control-automation/gas-flow-measurement-control/gas-flow-monitors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/135,,4,0,,gas-flow-monitors,Yes
135,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Gas Flow Monitors",admin,,,products/control-automation/gas-flow-measurement-control/gas-flow-monitors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/135,,4,0,,gas-flow-monitors,Yes
136,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mass Flow Sensors",default,,,products/control-automation/gas-flow-measurement-control/mass-flow-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/136,,5,0,,mass-flow-sensors,Yes
136,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mass Flow Sensors",admin,,,products/control-automation/gas-flow-measurement-control/mass-flow-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/136,,5,0,,mass-flow-sensors,Yes
137,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Multi-Channel Indicators",default,,,products/control-automation/gas-flow-measurement-control/multi-channel-indicators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/137,,6,0,,multi-channel-indicators,Yes
137,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Multi-Channel Indicators",admin,,,products/control-automation/gas-flow-measurement-control/multi-channel-indicators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/137,,6,0,,multi-channel-indicators,Yes
138,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mist Separators & Filters",default,,,products/control-automation/gas-flow-measurement-control/mist-separators-filters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/138,,7,0,,mist-separators-filters,Yes
138,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Mist Separators & Filters",admin,,,products/control-automation/gas-flow-measurement-control/mist-separators-filters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/138,,7,0,,mist-separators-filters,Yes
139,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Vortex Flowmeters",default,,,products/control-automation/gas-flow-measurement-control/vortex-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/139,,8,0,,vortex-flowmeters,Yes
139,"Default Category/Products/Control & Automation/Gas Flow Measurement & Control/Vortex Flowmeters",admin,,,products/control-automation/gas-flow-measurement-control/vortex-flowmeters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/131/139,,8,0,,vortex-flowmeters,Yes
168,"Default Category/Products/Mechanical",default,,,products/mechanical,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168,,14,0,,mechanical,Yes
168,"Default Category/Products/Mechanical",admin,,,products/mechanical,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168,,14,0,,mechanical,Yes
169,"Default Category/Products/Mechanical/Deep-groove Ball Bearings",default,,,products/mechanical/deep-groove-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/169,,1,0,,deep-groove-ball-bearings,Yes
169,"Default Category/Products/Mechanical/Deep-groove Ball Bearings",admin,,,products/mechanical/deep-groove-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/169,,1,0,,deep-groove-ball-bearings,Yes
170,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Open Design",default,,,products/mechanical/deep-groove-ball-bearings/open-design,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/170,,1,0,,open-design,Yes
170,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Open Design",admin,,,products/mechanical/deep-groove-ball-bearings/open-design,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/170,,1,0,,open-design,Yes
171,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded",default,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/169/171,,2,0,,sealed-or-shielded,Yes
171,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded",admin,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/169/171,,2,0,,sealed-or-shielded,Yes
172,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Shield",default,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/shield,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/172,,1,0,,shield,Yes
172,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Shield",admin,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/shield,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/172,,1,0,,shield,Yes
173,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Non-contact Rubber Seal",default,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/non-contact-rubber-seal,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/173,,2,0,,non-contact-rubber-seal,Yes
173,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Non-contact Rubber Seal",admin,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/non-contact-rubber-seal,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/173,,2,0,,non-contact-rubber-seal,Yes
174,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Contact Rubber Seal",default,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/contact-rubber-seal,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/174,,3,0,,contact-rubber-seal,Yes
174,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Sealed or Shielded/Contact Rubber Seal",admin,,,products/mechanical/deep-groove-ball-bearings/sealed-or-shielded/contact-rubber-seal,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/171/174,,3,0,,contact-rubber-seal,Yes
175,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Snap-ring Groove in Outer Ring",default,,,products/mechanical/deep-groove-ball-bearings/snap-ring-groove-in-outer-ring,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/175,,3,0,,snap-ring-groove-in-outer-ring,Yes
175,"Default Category/Products/Mechanical/Deep-groove Ball Bearings/Snap-ring Groove in Outer Ring",admin,,,products/mechanical/deep-groove-ball-bearings/snap-ring-groove-in-outer-ring,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/169/175,,3,0,,snap-ring-groove-in-outer-ring,Yes
176,"Default Category/Products/Mechanical/Angular Contact Ball Bearings",default,,,products/mechanical/angular-contact-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/176,,2,0,,angular-contact-ball-bearings,Yes
176,"Default Category/Products/Mechanical/Angular Contact Ball Bearings",admin,,,products/mechanical/angular-contact-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/176,,2,0,,angular-contact-ball-bearings,Yes
177,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Single Row",default,,,products/mechanical/angular-contact-ball-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/177,,1,0,,single-row,Yes
177,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Single Row",admin,,,products/mechanical/angular-contact-ball-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/177,,1,0,,single-row,Yes
178,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Combination",default,,,products/mechanical/angular-contact-ball-bearings/combination,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/178,,2,0,,combination,Yes
178,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Combination",admin,,,products/mechanical/angular-contact-ball-bearings/combination,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/178,,2,0,,combination,Yes
179,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Double Row",default,,,products/mechanical/angular-contact-ball-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/179,,3,0,,double-row,Yes
179,"Default Category/Products/Mechanical/Angular Contact Ball Bearings/Double Row",admin,,,products/mechanical/angular-contact-ball-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/176/179,,3,0,,double-row,Yes
180,"Default Category/Products/Mechanical/Self-aligning Ball Bearings",default,,,products/mechanical/self-aligning-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/180,,3,0,,self-aligning-ball-bearings,Yes
180,"Default Category/Products/Mechanical/Self-aligning Ball Bearings",admin,,,products/mechanical/self-aligning-ball-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/180,,3,0,,self-aligning-ball-bearings,Yes
181,"Default Category/Products/Mechanical/Self-aligning Ball Bearings/Cylindrical Bore",default,,,products/mechanical/self-aligning-ball-bearings/cylindrical-bore,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/180/181,,1,0,,cylindrical-bore,Yes
181,"Default Category/Products/Mechanical/Self-aligning Ball Bearings/Cylindrical Bore",admin,,,products/mechanical/self-aligning-ball-bearings/cylindrical-bore,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/180/181,,1,0,,cylindrical-bore,Yes
182,"Default Category/Products/Mechanical/Self-aligning Ball Bearings/Tapered Bore (Mounted)",default,,,products/mechanical/self-aligning-ball-bearings/tapered-bore-mounted,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/180/182,,2,0,,tapered-bore-mounted,Yes
182,"Default Category/Products/Mechanical/Self-aligning Ball Bearings/Tapered Bore (Mounted)",admin,,,products/mechanical/self-aligning-ball-bearings/tapered-bore-mounted,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/180/182,,2,0,,tapered-bore-mounted,Yes
183,"Default Category/Products/Mechanical/Cylindrical Roller Bearings",default,,,products/mechanical/cylindrical-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/183,,4,0,,cylindrical-roller-bearings,Yes
183,"Default Category/Products/Mechanical/Cylindrical Roller Bearings",admin,,,products/mechanical/cylindrical-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/183,,4,0,,cylindrical-roller-bearings,Yes
184,"Default Category/Products/Mechanical/Cylindrical Roller Bearings/Single Row",default,,,products/mechanical/cylindrical-roller-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/183/184,,1,0,,single-row,Yes
184,"Default Category/Products/Mechanical/Cylindrical Roller Bearings/Single Row",admin,,,products/mechanical/cylindrical-roller-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/183/184,,1,0,,single-row,Yes
185,"Default Category/Products/Mechanical/Cylindrical Roller Bearings/Double Row",default,,,products/mechanical/cylindrical-roller-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/183/185,,2,0,,double-row,Yes
185,"Default Category/Products/Mechanical/Cylindrical Roller Bearings/Double Row",admin,,,products/mechanical/cylindrical-roller-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/183/185,,2,0,,double-row,Yes
186,"Default Category/Products/Mechanical/Tapered Roller Bearings",default,,,products/mechanical/tapered-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/186,,5,0,,tapered-roller-bearings,Yes
186,"Default Category/Products/Mechanical/Tapered Roller Bearings",admin,,,products/mechanical/tapered-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/186,,5,0,,tapered-roller-bearings,Yes
187,"Default Category/Products/Mechanical/Tapered Roller Bearings/Single Row",default,,,products/mechanical/tapered-roller-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/186/187,,1,0,,single-row,Yes
187,"Default Category/Products/Mechanical/Tapered Roller Bearings/Single Row",admin,,,products/mechanical/tapered-roller-bearings/single-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/186/187,,1,0,,single-row,Yes
188,"Default Category/Products/Mechanical/Tapered Roller Bearings/Double Row",default,,,products/mechanical/tapered-roller-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/186/188,,2,0,,double-row,Yes
188,"Default Category/Products/Mechanical/Tapered Roller Bearings/Double Row",admin,,,products/mechanical/tapered-roller-bearings/double-row,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/186/188,,2,0,,double-row,Yes
189,"Default Category/Products/Mechanical/Four-row Tapered Roller Bearings",default,,,products/mechanical/four-row-tapered-roller-bearings,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/189,,6,0,,four-row-tapered-roller-bearings,Yes
189,"Default Category/Products/Mechanical/Four-row Tapered Roller Bearings",admin,,,products/mechanical/four-row-tapered-roller-bearings,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/189,,6,0,,four-row-tapered-roller-bearings,Yes
190,"Default Category/Products/Mechanical/Spherical Roller Bearings",default,,,products/mechanical/spherical-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/190,,7,0,,spherical-roller-bearings,Yes
190,"Default Category/Products/Mechanical/Spherical Roller Bearings",admin,,,products/mechanical/spherical-roller-bearings,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/168/190,,7,0,,spherical-roller-bearings,Yes
191,"Default Category/Products/Mechanical/Spherical Roller Bearings/Cylindrical Bore",default,,,products/mechanical/spherical-roller-bearings/cylindrical-bore,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/168/190/191,,1,0,,cylindrical-bore,Yes
