entity_id,name,store_view,store_name,image,url_path,available_sort_by,breadcrumbs_priority,category_seo_name,category_sort_no,custom_apply_to_products,custom_design,custom_design_from,custom_design_to,custom_layout_update,custom_layout_update_file,custom_use_parent_settings,default_sort_by,description,display_mode,filter_price_range,include_in_menu,in_html_sitemap,in_xml_sitemap,is_active,is_anchor,is_popular,landing_page,meta_description,meta_keywords,meta_robots,meta_title,page_layout,path,path_in_store,position,redirect_priority,thumbnail,url_key,use_in_crosslinking
68,"Default Category/Products/Control & Automation/Photoelectric Sensors/Special Applications",admin,,,products/control-automation/photoelectric-sensors/special-applications,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/65/68,,3,0,,special-applications,Yes
69,"Default Category/Products/Control & Automation/Photoelectric Sensors/Self-Contained",default,,,products/control-automation/photoelectric-sensors/self-contained,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/65/69,,4,0,,self-contained,Yes
69,"Default Category/Products/Control & Automation/Photoelectric Sensors/Self-Contained",admin,,,products/control-automation/photoelectric-sensors/self-contained,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/65/69,,4,0,,self-contained,Yes
70,"Default Category/Products/Control & Automation/Measurement Sensors",default,,,products/control-automation/measurement-sensors,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/70,,2,0,,measurement-sensors,Yes
70,"Default Category/Products/Control & Automation/Measurement Sensors",admin,,,products/control-automation/measurement-sensors,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/70,,2,0,,measurement-sensors,Yes
71,"Default Category/Products/Control & Automation/Proximity Sensors",default,,,products/control-automation/proximity-sensors,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/71,,4,0,,proximity-sensors,Yes
71,"Default Category/Products/Control & Automation/Proximity Sensors",admin,,,products/control-automation/proximity-sensors,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/71,,4,0,,proximity-sensors,Yes
72,"Default Category/Products/Control & Automation/Proximity Sensors/Cylindrical",default,,,products/control-automation/proximity-sensors/cylindrical,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/72,,1,0,,cylindrical,Yes
72,"Default Category/Products/Control & Automation/Proximity Sensors/Cylindrical",admin,,,products/control-automation/proximity-sensors/cylindrical,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/72,,1,0,,cylindrical,Yes
73,"Default Category/Products/Control & Automation/Proximity Sensors/Compact",default,,,products/control-automation/proximity-sensors/compact,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/73,,2,0,,compact,Yes
73,"Default Category/Products/Control & Automation/Proximity Sensors/Compact",admin,,,products/control-automation/proximity-sensors/compact,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/73,,2,0,,compact,Yes
74,"Default Category/Products/Control & Automation/Proximity Sensors/Square",default,,,products/control-automation/proximity-sensors/square,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/74,,3,0,,square,Yes
74,"Default Category/Products/Control & Automation/Proximity Sensors/Square",admin,,,products/control-automation/proximity-sensors/square,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/71/74,,3,0,,square,Yes
75,"Default Category/Featured Products",default,,https://c14fcb143e.nxcli.net/media/catalog/category/Categories_4_1.png,featured-products,,0,,,No,,,,,,No,,,"Products only",,No,Yes,Yes,Yes,Yes,No,,,,,,,1/2/75,,3,0,,featured-products,Yes
75,"Default Category/Featured Products",admin,,https://c14fcb143e.nxcli.net/media/catalog/category/Categories_4_1.png,featured-products,,0,,,No,,,,,,No,,,"Products only",,No,Yes,Yes,Yes,Yes,No,,,,,,,1/2/75,,3,0,,featured-products,Yes
76,"Default Category/Products/Control & Automation/Limit Switches",default,,,products/control-automation/limit-switches,,0,,9,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/64/76,,1,0,,limit-switches,Yes
76,"Default Category/Products/Control & Automation/Limit Switches",admin,,,products/control-automation/limit-switches,,0,,9,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/64/76,,1,0,,limit-switches,Yes
77,"Default Category/Products/Control & Automation/Limit Switches/Positive Opening Mechanism",default,,https://c14fcb143e.nxcli.net/media/catalog/category/httpsfirebearstudio.commedialogosdefaultlogo.png,products/control-automation/limit-switches/positive-opening-mechanism,,0,,,No,,,,,,Yes,"Product Name","<p>Category description</p>","Static block only ",,Yes,Yes,Yes,Yes,Yes,No,,"Meta Description","Meta, Keywords",,"Meta title",,1/2/3/64/76/77,,14,0,,positive-opening-mechanism,Yes
77,"Default Category/Products/Control & Automation/Limit Switches/Positive Opening Mechanism",admin,,https://c14fcb143e.nxcli.net/media/catalog/category/httpsfirebearstudio.commedialogosdefaultlogo.png,products/control-automation/limit-switches/positive-opening-mechanism,,0,,,No,,,,,,Yes,"Product Name","<p>Category description</p>","Static block only ",,Yes,Yes,Yes,Yes,Yes,No,,"Meta Description","Meta, Keywords",,"Meta title",,1/2/3/64/76/77,,14,0,,positive-opening-mechanism,Yes
78,"Default Category/Products/Control & Automation/Limit Switches/General Purpose",default,,,products/control-automation/limit-switches/general-purpose,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/76/78,,2,0,,general-purpose,Yes
78,"Default Category/Products/Control & Automation/Limit Switches/General Purpose",admin,,,products/control-automation/limit-switches/general-purpose,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/76/78,,2,0,,general-purpose,Yes
79,"Default Category/Products/Control & Automation/Limit Switches/Explosion-Proof Switches",default,,,products/control-automation/limit-switches/explosion-proof-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/76/79,,3,0,,explosion-proof-switches,Yes
79,"Default Category/Products/Control & Automation/Limit Switches/Explosion-Proof Switches",admin,,,products/control-automation/limit-switches/explosion-proof-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/76/79,,3,0,,explosion-proof-switches,Yes
80,"Default Category/Products/Control & Automation/Safety Interlock Switches",default,,,products/control-automation/safety-interlock-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/80,,5,0,,safety-interlock-switches,Yes
80,"Default Category/Products/Control & Automation/Safety Interlock Switches",admin,,,products/control-automation/safety-interlock-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/80,,5,0,,safety-interlock-switches,Yes
81,"Default Category/Products/Control & Automation/Basic Switches",default,,,products/control-automation/basic-switches,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/81,,6,0,,basic-switches,Yes
81,"Default Category/Products/Control & Automation/Basic Switches",admin,,,products/control-automation/basic-switches,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/81,,6,0,,basic-switches,Yes
82,"Default Category/Products/Control & Automation/Basic Switches/Basic",default,,,products/control-automation/basic-switches/basic,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/81/82,,1,0,,basic,Yes
82,"Default Category/Products/Control & Automation/Basic Switches/Basic",admin,,,products/control-automation/basic-switches/basic,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/81/82,,1,0,,basic,Yes
83,"Default Category/Products/Control & Automation/Basic Switches/Miniature",default,,,products/control-automation/basic-switches/miniature,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/81/83,,2,0,,miniature,Yes
83,"Default Category/Products/Control & Automation/Basic Switches/Miniature",admin,,,products/control-automation/basic-switches/miniature,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/81/83,,2,0,,miniature,Yes
84,"Default Category/Products/Control & Automation/Manual Switches",default,,,products/control-automation/manual-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/84,,7,0,,manual-switches,Yes
84,"Default Category/Products/Control & Automation/Manual Switches",admin,,,products/control-automation/manual-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/84,,7,0,,manual-switches,Yes
85,"Default Category/Products/Control & Automation/Quick-Connect Cables with Connectors",default,,,products/control-automation/quick-connect-cables-with-connectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/85,,8,0,,quick-connect-cables-with-connectors,Yes
85,"Default Category/Products/Control & Automation/Quick-Connect Cables with Connectors",admin,,,products/control-automation/quick-connect-cables-with-connectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/85,,8,0,,quick-connect-cables-with-connectors,Yes
86,"Default Category/Products/Electrical",default,,https://c14fcb143e.nxcli.net/media/catalog/category/Categories_1_1.jpg,products/electrical,,0,,2,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/86,,9,0,,electrical,Yes
86,"Default Category/Products/Electrical",admin,,https://c14fcb143e.nxcli.net/media/catalog/category/Categories_1_1.jpg,products/electrical,,0,,2,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/86,,9,0,,electrical,Yes
87,"Default Category/Products/Electrical/Circuit Breakers",default,,,products/electrical/circuit-breakers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/87,,2,0,,circuit-breakers,Yes
87,"Default Category/Products/Electrical/Circuit Breakers",admin,,,products/electrical/circuit-breakers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/87,,2,0,,circuit-breakers,Yes
88,"Default Category/Products/Electrical/Contactors, Starters, & Overloads",default,,,products/electrical/contactors-starters-overloads,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/88,,3,0,,contactors-starters-overloads,Yes
88,"Default Category/Products/Electrical/Contactors, Starters, & Overloads",admin,,,products/electrical/contactors-starters-overloads,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/88,,3,0,,contactors-starters-overloads,Yes
89,"Default Category/Products/Electrical/Encoders & Transducers",default,,,products/electrical/encoders-transducers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/89,,4,0,,encoders-transducers,Yes
89,"Default Category/Products/Electrical/Encoders & Transducers",admin,,,products/electrical/encoders-transducers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/89,,4,0,,encoders-transducers,Yes
90,"Default Category/Products/Electrical/Heaters & Thermocouples",default,,,products/electrical/heaters-thermocouples,,0,,10,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/86/90,,5,0,,heaters-thermocouples,Yes
90,"Default Category/Products/Electrical/Heaters & Thermocouples",admin,,,products/electrical/heaters-thermocouples,,0,,10,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,Yes,"Cis Subcategory",,,,,"1 column",1/2/3/86/90,,5,0,,heaters-thermocouples,Yes
91,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature Sensors",default,,,products/electrical/heaters-thermocouples/temperature-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/91,,1,0,,temperature-sensors,Yes
91,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature Sensors",admin,,,products/electrical/heaters-thermocouples/temperature-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/91,,1,0,,temperature-sensors,Yes
92,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature Detectors",default,,,products/electrical/heaters-thermocouples/temperature-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/92,,2,0,,temperature-detectors,Yes
92,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature Detectors",admin,,,products/electrical/heaters-thermocouples/temperature-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/92,,2,0,,temperature-detectors,Yes
93,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature/Humidity Sensors",default,,,products/electrical/heaters-thermocouples/temperature-humidity-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/93,,3,0,,temperature-humidity-sensors,Yes
93,"Default Category/Products/Electrical/Heaters & Thermocouples/Temperature/Humidity Sensors",admin,,,products/electrical/heaters-thermocouples/temperature-humidity-sensors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/93,,3,0,,temperature-humidity-sensors,Yes
94,"Default Category/Products/Electrical/Heaters & Thermocouples/Pressure Sensors/Switches",default,,,products/electrical/heaters-thermocouples/pressure-sensors-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/94,,4,0,,pressure-sensors-switches,Yes
94,"Default Category/Products/Electrical/Heaters & Thermocouples/Pressure Sensors/Switches",admin,,,products/electrical/heaters-thermocouples/pressure-sensors-switches,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/90/94,,4,0,,pressure-sensors-switches,Yes
95,"Default Category/Products/Electrical/Fans",default,,,products/electrical/fans,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/95,,6,0,,fans,Yes
95,"Default Category/Products/Electrical/Fans",admin,,,products/electrical/fans,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/95,,6,0,,fans,Yes
96,"Default Category/Products/Electrical/Fuses",default,,,products/electrical/fuses,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/96,,1,0,,fuses,Yes
96,"Default Category/Products/Electrical/Fuses",admin,,,products/electrical/fuses,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/96,,1,0,,fuses,Yes
97,"Default Category/Products/Electrical/Electrical Motors",default,,,products/electrical/electrical-motors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/97,,7,0,,electrical-motors,Yes
97,"Default Category/Products/Electrical/Electrical Motors",admin,,,products/electrical/electrical-motors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/97,,7,0,,electrical-motors,Yes
98,"Default Category/Products/Electrical/Relays",default,,,products/electrical/relays,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/98,,8,0,,relays,Yes
98,"Default Category/Products/Electrical/Relays",admin,,,products/electrical/relays,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/98,,8,0,,relays,Yes
99,"Default Category/Products/Electrical/Relays/Solid-State Relays (SSR)",default,,,products/electrical/relays/solid-state-relays-ssr,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/98/99,,1,0,,solid-state-relays-ssr,Yes
99,"Default Category/Products/Electrical/Relays/Solid-State Relays (SSR)",admin,,,products/electrical/relays/solid-state-relays-ssr,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/98/99,,1,0,,solid-state-relays-ssr,Yes
101,"Default Category/Products/Control & Automation/Digital Controllers",default,,,products/control-automation/digital-controllers,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/101,,9,0,,digital-controllers,Yes
101,"Default Category/Products/Control & Automation/Digital Controllers",admin,,,products/control-automation/digital-controllers,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/101,,9,0,,digital-controllers,Yes
102,"Default Category/Products/Control & Automation/Digital Controllers/Single Loop Controllers",default,,,products/control-automation/digital-controllers/single-loop-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/102,,1,0,,single-loop-controllers,Yes
102,"Default Category/Products/Control & Automation/Digital Controllers/Single Loop Controllers",admin,,,products/control-automation/digital-controllers/single-loop-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/102,,1,0,,single-loop-controllers,Yes
103,"Default Category/Products/Control & Automation/Digital Controllers/Digital Indicating Controllers",default,,,products/control-automation/digital-controllers/digital-indicating-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/103,,2,0,,digital-indicating-controllers,Yes
103,"Default Category/Products/Control & Automation/Digital Controllers/Digital Indicating Controllers",admin,,,products/control-automation/digital-controllers/digital-indicating-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/103,,2,0,,digital-indicating-controllers,Yes
104,"Default Category/Products/Control & Automation/Digital Controllers/Multi-Channel Controllers",default,,,products/control-automation/digital-controllers/multi-channel-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/104,,3,0,,multi-channel-controllers,Yes
104,"Default Category/Products/Control & Automation/Digital Controllers/Multi-Channel Controllers",admin,,,products/control-automation/digital-controllers/multi-channel-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/104,,3,0,,multi-channel-controllers,Yes
105,"Default Category/Products/Control & Automation/Digital Controllers/Compact Operation Units",default,,,products/control-automation/digital-controllers/compact-operation-units,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/105,,4,0,,compact-operation-units,Yes
105,"Default Category/Products/Control & Automation/Digital Controllers/Compact Operation Units",admin,,,products/control-automation/digital-controllers/compact-operation-units,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/105,,4,0,,compact-operation-units,Yes
106,"Default Category/Products/Control & Automation/Digital Controllers/Digital Control Programmers",default,,,products/control-automation/digital-controllers/digital-control-programmers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/106,,5,0,,digital-control-programmers,Yes
106,"Default Category/Products/Control & Automation/Digital Controllers/Digital Control Programmers",admin,,,products/control-automation/digital-controllers/digital-control-programmers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/106,,5,0,,digital-control-programmers,Yes
107,"Default Category/Products/Control & Automation/Digital Controllers/Current Transformers",default,,,products/control-automation/digital-controllers/current-transformers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/107,,6,0,,current-transformers,Yes
107,"Default Category/Products/Control & Automation/Digital Controllers/Current Transformers",admin,,,products/control-automation/digital-controllers/current-transformers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/101/107,,6,0,,current-transformers,Yes
108,"Default Category/Products/Control & Automation/Recorders & Indicators",default,,,products/control-automation/recorders-indicators,,0,,,No,,,,,,No,,,"Static block and products",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/108,,12,0,,recorders-indicators,Yes
108,"Default Category/Products/Control & Automation/Recorders & Indicators",admin,,,products/control-automation/recorders-indicators,,0,,,No,,,,,,No,,,"Static block and products",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/108,,12,0,,recorders-indicators,Yes
109,"Default Category/Products/Control & Automation/Recorders & Indicators/Recorders",default,,,products/control-automation/recorders-indicators/recorders,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/108/109,,1,0,,recorders,Yes
109,"Default Category/Products/Control & Automation/Recorders & Indicators/Recorders",admin,,,products/control-automation/recorders-indicators/recorders,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/108/109,,1,0,,recorders,Yes
110,"Default Category/Products/Control & Automation/Recorders & Indicators/Indicators",default,,,products/control-automation/recorders-indicators/indicators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/108/110,,2,0,,indicators,Yes
110,"Default Category/Products/Control & Automation/Recorders & Indicators/Indicators",admin,,,products/control-automation/recorders-indicators/indicators,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/108/110,,2,0,,indicators,Yes
111,"Default Category/Products/Electrical/Converters",default,,,products/electrical/converters,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/111,,9,0,,converters,Yes
111,"Default Category/Products/Electrical/Converters",admin,,,products/electrical/converters,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/86/111,,9,0,,converters,Yes
112,"Default Category/Products/Electrical/Converters/Converters",default,,,products/electrical/converters/converters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/111/112,,1,0,,converters,Yes
112,"Default Category/Products/Electrical/Converters/Converters",admin,,,products/electrical/converters/converters,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/111/112,,1,0,,converters,Yes
113,"Default Category/Products/Electrical/Converters/Communications Controllers",default,,,products/electrical/converters/communications-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/111/113,,2,0,,communications-controllers,Yes
113,"Default Category/Products/Electrical/Converters/Communications Controllers",admin,,,products/electrical/converters/communications-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/86/111/113,,2,0,,communications-controllers,Yes
114,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls",default,,,products/control-automation/flame-safeguard-fsg-controls,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/114,,11,0,,flame-safeguard-fsg-controls,Yes
114,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls",admin,,,products/control-automation/flame-safeguard-fsg-controls,,0,,,No,,,,,,No,,,"Static block only",,Yes,Yes,Yes,Yes,Yes,No,"Cis Subcategory",,,,,"1 column",1/2/3/64/114,,11,0,,flame-safeguard-fsg-controls,Yes
115,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Burner Controllers",default,,,products/control-automation/flame-safeguard-fsg-controls/burner-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/115,,1,0,,burner-controllers,Yes
115,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Burner Controllers",admin,,,products/control-automation/flame-safeguard-fsg-controls/burner-controllers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/115,,1,0,,burner-controllers,Yes
116,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Advanced UV Relays",default,,,products/control-automation/flame-safeguard-fsg-controls/advanced-uv-relays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/116,,2,0,,advanced-uv-relays,Yes
116,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Advanced UV Relays",admin,,,products/control-automation/flame-safeguard-fsg-controls/advanced-uv-relays,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/116,,2,0,,advanced-uv-relays,Yes
117,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Advanced UV Detectors",default,,,products/control-automation/flame-safeguard-fsg-controls/advanced-uv-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/117,,3,0,,advanced-uv-detectors,Yes
117,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Advanced UV Detectors",admin,,,products/control-automation/flame-safeguard-fsg-controls/advanced-uv-detectors,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/117,,3,0,,advanced-uv-detectors,Yes
118,"Default Category/Products/Control & Automation/Flame Safeguard (FSG) Controls/Flame Meters/Checkers",default,,,products/control-automation/flame-safeguard-fsg-controls/flame-meters-checkers,,0,,,No,,,,,,No,,,"Products only",,Yes,Yes,Yes,Yes,Yes,No,,,,,,,1/2/3/64/114/118,,4,0,,flame-meters-checkers,Yes
